SPASE URL,DOI
https://spase-metadata.org/NASA/NumericalData/BARREL/4A/UltraFastSpectra/L2/PT0.01S,10.48322/qqaw-g498
https://spase-metadata.org/NASA/NumericalData/BARREL/4B/Ephemeris/L2/PT4S,10.48322/501n-7c49
https://spase-metadata.org/NASA/NumericalData/BARREL/4B/ExtraSpectra/L2/PT0.05S,10.48322/7f5h-rk69
https://spase-metadata.org/NASA/NumericalData/BARREL/4B/FastSpectra/L2/PT0.05S,10.48322/e1nn-pv68
https://spase-metadata.org/NASA/NumericalData/BARREL/4B/Housekeeping/L2/PT40S,10.48322/72c2-2d03
https://spase-metadata.org/NASA/NumericalData/BARREL/4B/MediumSpectra/L2/PT4S,10.48322/jh4p-wt91
https://spase-metadata.org/NASA/NumericalData/BARREL/4B/RateCounter/L2/PT4S,10.48322/egxz-qr75
https://spase-metadata.org/NASA/NumericalData/BARREL/4B/SlowSpectra/L2/PT32S,10.48322/yjge-sb94
https://spase-metadata.org/NASA/NumericalData/BARREL/4B/UltraFastSpectra/L2/PT0.01S,10.48322/x1vj-7e22
https://spase-metadata.org/NASA/NumericalData/BARREL/4C/Ephemeris/L2/PT4S,10.48322/xm4d-w960
https://spase-metadata.org/NASA/NumericalData/BARREL/4C/ExtraSpectra/L2/PT0.05S,10.48322/t582-z012
https://spase-metadata.org/NASA/NumericalData/BARREL/4C/FastSpectra/L2/PT0.05S,10.48322/73vs-tb09
https://spase-metadata.org/NASA/NumericalData/BARREL/4C/Housekeeping/L2/PT40S,10.48322/7vxz-fd54
https://spase-metadata.org/NASA/NumericalData/BARREL/4C/MediumSpectra/L2/PT4S,10.48322/fadd-w378
https://spase-metadata.org/NASA/NumericalData/BARREL/4C/RateCounter/L2/PT4S,10.48322/100t-5m08
https://spase-metadata.org/NASA/NumericalData/BARREL/4C/SlowSpectra/L2/PT32S,10.48322/fhn8-ab85
https://spase-metadata.org/NASA/NumericalData/BARREL/4C/UltraFastSpectra/L2/PT0.01S,10.48322/0exd-5863
https://spase-metadata.org/NASA/NumericalData/BARREL/4D/Ephemeris/L2/PT4S,10.48322/e7qc-bf96
https://spase-metadata.org/NASA/NumericalData/BARREL/4D/ExtraSpectra/L2/PT0.05S,10.48322/h5aq-6g83
https://spase-metadata.org/NASA/NumericalData/BARREL/4D/FastSpectra/L2/PT0.05S,10.48322/87qk-y542
https://spase-metadata.org/NASA/NumericalData/BARREL/4D/Housekeeping/L2/PT40S,10.48322/vw4w-5p31
https://spase-metadata.org/NASA/NumericalData/BARREL/4D/MediumSpectra/L2/PT4S,10.48322/vxa0-6x03
https://spase-metadata.org/NASA/NumericalData/BARREL/4D/RateCounter/L2/PT4S,10.48322/81g2-6868
https://spase-metadata.org/NASA/NumericalData/BARREL/4D/SlowSpectra/L2/PT32S,10.48322/2vk5-5621
https://spase-metadata.org/NASA/NumericalData/BARREL/4D/UltraFastSpectra/L2/PT0.01S,10.48322/te8x-0295
https://spase-metadata.org/NASA/NumericalData/BARREL/4E/Ephemeris/L2/PT4S,10.48322/j5ay-np19
https://spase-metadata.org/NASA/NumericalData/BARREL/4E/ExtraSpectra/L2/PT0.05S,10.48322/zbb6-g597
https://spase-metadata.org/NASA/NumericalData/BARREL/4E/FastSpectra/L2/PT0.05S,10.48322/dcqb-7a76
https://spase-metadata.org/NASA/NumericalData/BARREL/4E/Housekeeping/L2/PT40S,10.48322/aaft-vd56
https://spase-metadata.org/NASA/NumericalData/BARREL/4E/MediumSpectra/L2/PT4S,10.48322/731v-ey55
https://spase-metadata.org/NASA/NumericalData/BARREL/4E/RateCounter/L2/PT4S,10.48322/yedd-xa76
https://spase-metadata.org/NASA/NumericalData/BARREL/4E/SlowSpectra/L2/PT32S,10.48322/3qq3-f376
https://spase-metadata.org/NASA/NumericalData/BARREL/4E/UltraFastSpectra/L2/PT0.01S,10.48322/3azn-hd29
https://spase-metadata.org/NASA/NumericalData/BARREL/4F/Ephemeris/L2/PT4S,10.48322/7w8a-8m45
https://spase-metadata.org/NASA/NumericalData/BARREL/4F/ExtraSpectra/L2/PT0.05S,10.48322/pnpm-1517
https://spase-metadata.org/NASA/NumericalData/BARREL/4F/FastSpectra/L2/PT0.05S,10.48322/mq7h-3g02
https://spase-metadata.org/NASA/NumericalData/BARREL/4F/Housekeeping/L2/PT40S,10.48322/mfdf-mz87
https://spase-metadata.org/NASA/NumericalData/BARREL/4F/MediumSpectra/L2/PT4S,10.48322/r6db-7n65
https://spase-metadata.org/NASA/NumericalData/BARREL/4F/RateCounter/L2/PT4S,10.48322/9g5m-f692
https://spase-metadata.org/NASA/NumericalData/BARREL/4F/SlowSpectra/L2/PT32S,10.48322/akna-3594
https://spase-metadata.org/NASA/NumericalData/BARREL/4F/UltraFastSpectra/L2/PT0.01S,10.48322/d1b9-1265
https://spase-metadata.org/NASA/NumericalData/BARREL/4G/Ephemeris/L2/PT4S,10.48322/jnd7-q680
https://spase-metadata.org/NASA/NumericalData/BARREL/4G/ExtraSpectra/L2/PT0.05S,10.48322/9bjd-aq22
https://spase-metadata.org/NASA/NumericalData/BARREL/4G/FastSpectra/L2/PT0.05S,10.48322/n53n-4k42
https://spase-metadata.org/NASA/NumericalData/BARREL/4G/Housekeeping/L2/PT40S,10.48322/j7v3-sv26
https://spase-metadata.org/NASA/NumericalData/BARREL/4G/MediumSpectra/L2/PT4S,10.48322/vgsj-k850
https://spase-metadata.org/NASA/NumericalData/BARREL/4G/RateCounter/L2/PT4S,10.48322/hs03-wp02
https://spase-metadata.org/NASA/NumericalData/BARREL/4G/SlowSpectra/L2/PT32S,10.48322/rdhd-z209
https://spase-metadata.org/NASA/NumericalData/BARREL/4G/UltraFastSpectra/L2/PT0.01S,10.48322/evdm-e082
https://spase-metadata.org/NASA/NumericalData/BARREL/4H/Ephemeris/L2/PT4S,10.48322/es6y-6n86
https://spase-metadata.org/NASA/NumericalData/BARREL/4H/ExtraSpectra/L2/PT0.05S,10.48322/h0qm-2s69
https://spase-metadata.org/NASA/NumericalData/BARREL/4H/FastSpectra/L2/PT0.05S,10.48322/rpat-8t81
https://spase-metadata.org/NASA/NumericalData/BARREL/4H/Housekeeping/L2/PT40S,10.48322/2891-0775
https://spase-metadata.org/NASA/NumericalData/BARREL/4H/MediumSpectra/L2/PT4S,10.48322/3ndc-mp02
https://spase-metadata.org/NASA/NumericalData/BARREL/4H/RateCounter/L2/PT4S,10.48322/j2w5-a591
https://spase-metadata.org/NASA/NumericalData/BARREL/4H/SlowSpectra/L2/PT32S,10.48322/0j1v-3a83
https://spase-metadata.org/NASA/NumericalData/BARREL/4H/UltraFastSpectra/L2/PT0.01S,10.48322/np9h-zy23
https://spase-metadata.org/NASA/NumericalData/BARREL/5A/Ephemeris/L2/PT4S,10.48322/hj7s-z115
https://spase-metadata.org/NASA/NumericalData/BARREL/5A/ExtraSpectra/L2/PT0.05S,10.48322/8qm4-cx89
https://spase-metadata.org/NASA/NumericalData/BARREL/5A/FastSpectra/L2/PT0.05S,10.48322/1tv8-2n28
https://spase-metadata.org/NASA/NumericalData/BARREL/5A/Housekeeping/L2/PT40S,10.48322/9dg9-d695
https://spase-metadata.org/NASA/NumericalData/BARREL/5A/MediumSpectra/L2/PT4S,10.48322/x8y9-f014
https://spase-metadata.org/NASA/NumericalData/BARREL/5A/RateCounter/L2/PT4S,10.48322/vn0r-ca50
https://spase-metadata.org/NASA/NumericalData/BARREL/5A/SlowSpectra/L2/PT32S,10.48322/3ea8-3f36
https://spase-metadata.org/NASA/NumericalData/BARREL/5A/UltraFastSpectra/L2/PT0.01S,10.48322/q41s-0145
https://spase-metadata.org/NASA/NumericalData/BepiColombo/HelioWeb/Ephemeris/P1D,10.48322/cyec-7n35
https://spase-metadata.org/NASA/NumericalData/BepiColombo/HelioWeb/Ephemeris/PT1H,10.48322/9vgp-6k19
https://spase-metadata.org/NASA/NumericalData/Cassini/HelioWeb/Ephemeris/P1D,10.48322/7x96-1j49
https://spase-metadata.org/NASA/NumericalData/Cassini/HelioWeb/Ephemeris/PT1H,10.48322/86mw-ad45
https://spase-metadata.org/NASA/NumericalData/Cassini/MAG/CDF/PT1M,10.48322/vfsa-ej68
https://spase-metadata.org/NASA/NumericalData/Cassini/MAG/Cruise.Phase/PT1M,10.48322/gn88-1h66
https://spase-metadata.org/NASA/NumericalData/Cassini/MAG/Full_Res/V1,10.48322/qpxc-td31
https://spase-metadata.org/NASA/NumericalData/Cassini/MAG/PT60S,10.48322/9ce4-6p81
https://spase-metadata.org/NASA/NumericalData/Cassini/RPWS/KP/PT60S,10.48322/qzkz-0s69
https://spase-metadata.org/NASA/NumericalData/Cassini/RPWS/LRFULL/PT32S,10.48322/nnve-y327
https://spase-metadata.org/NASA/NumericalData/Cluster/EDI/SummaryParameter/PT60S,10.48322/nh8r-qw87
https://spase-metadata.org/NASA/NumericalData/Cluster-Rumba/EDI/CSA/PT0.0625S,10.48322/yhj0-qz98
https://spase-metadata.org/NASA/NumericalData/Cluster-Rumba/EDI/PrimeParameter/PT4S,10.48322/3cp4-n849
https://spase-metadata.org/NASA/NumericalData/Cluster-Rumba/WBD/BM2/PT0.0000046S,10.48322/pr6f-rd05
https://spase-metadata.org/NASA/NumericalData/Cluster-Rumba/WBD/PT0.0000046S,10.48322/7jw6-ks09
https://spase-metadata.org/NASA/NumericalData/Cluster-Salsa/EDI/CSA/PT0.016S,10.48322/1cyr-x753
https://spase-metadata.org/NASA/NumericalData/Cluster-Salsa/EDI/PrimeParameter/PT4S,10.48322/g7ht-c763
https://spase-metadata.org/NASA/NumericalData/Cluster-Salsa/WBD/BM2/PT0.0000046S,10.48322/9w1c-fm41
https://spase-metadata.org/NASA/NumericalData/Cluster-Salsa/WBD/PT0.0000046S,10.48322/8hs9-sg97
https://spase-metadata.org/NASA/NumericalData/Cluster-Samba/EDI/CSA/PT0.0625S,10.48322/rwbc-0g86
https://spase-metadata.org/NASA/NumericalData/Cluster-Samba/EDI/PrimeParameter/PT4S,10.48322/pn1d-v155
https://spase-metadata.org/NASA/NumericalData/Cluster-Samba/WBD/BM2/PT0.0000046S,10.48322/j343-w783
https://spase-metadata.org/NASA/NumericalData/Cluster-Samba/WBD/PT0.0000046S,10.48322/y123-4274
https://spase-metadata.org/NASA/NumericalData/Cluster-Tango/EDI/CSA/PT0.0625S,10.48322/sw7q-1m23
https://spase-metadata.org/NASA/NumericalData/Cluster-Tango/EDI/PrimeParameter/PT4S,10.48322/9srb-jb74
https://spase-metadata.org/NASA/NumericalData/Cluster-Tango/WBD/BM2/PT0.0000046S,10.48322/4avh-ds39
https://spase-metadata.org/NASA/NumericalData/Cluster-Tango/WBD/PT0.0000046S,10.48322/nepa-q824
https://spase-metadata.org/NASA/NumericalData/CNOFS/CINDI/IVM/PT0.5S,10.48322/r9x4-x639
https://spase-metadata.org/NASA/NumericalData/CNOFS/Ephemeris/PT1M,10.48322/5yxz-d316
https://spase-metadata.org/NASA/NumericalData/CNOFS/PLP/PT1S,10.48322/xnnr-w563
https://spase-metadata.org/NASA/NumericalData/CNOFS/VEFI/BField/PT1S,10.48322/vbt7-gj03
https://spase-metadata.org/NASA/NumericalData/CNOFS/VEFI/EField/PT1S,10.48322/1dcn-xp86
https://spase-metadata.org/NASA/NumericalData/CNOFS/VEFI/Lightning/PT0.5S,10.48322/pv2n-aj92
https://spase-metadata.org/NASA/NumericalData/CRRES/HEEF/PT1M,10.48322/qhez-t443
https://spase-metadata.org/NASA/NumericalData/CRRES/HEEF/PT5H,10.48322/chqz-db41
https://spase-metadata.org/NASA/NumericalData/CRRES/LPI/PT30S,10.48322/py0m-0t58
https://spase-metadata.org/NASA/NumericalData/CRRES/MAG/PT10H,10.48322/qzgy-zm18
https://spase-metadata.org/NASA/NumericalData/CRRES/MAG/PT2S,10.48322/dp5m-x913
https://spase-metadata.org/NASA/NumericalData/CRRES/MAG/PT30S,10.48322/dh28-sc29
https://spase-metadata.org/NASA/NumericalData/CRRES/MEA/PT1M,10.48322/8e23-cz17
https://spase-metadata.org/NASA/NumericalData/CRRES/PROTEL/PT1M,10.48322/0vec-rd58
https://spase-metadata.org/NASA/NumericalData/CRRES/PROTEL/PT5H,10.48322/7wag-2205
https://spase-metadata.org/NASA/NumericalData/CRRES/PWE/PT8S,10.48322/h16h-5p19
https://spase-metadata.org/NASA/NumericalData/CubeSat/CSSWE/REPTile/L1/Counts/PT6S,10.48322/dy3g-xz52
https://spase-metadata.org/NASA/NumericalData/CubeSat/CSSWE/REPTile/L2/Flux/PT6S,10.48322/brd0-ak96
https://spase-metadata.org/NASA/NumericalData/DE1/EICS/PT96S,10.48322/1gca-r323
https://spase-metadata.org/NASA/NumericalData/DE1/Ephemeris/PT1M,10.48322/q5z1-qa02
https://spase-metadata.org/NASA/NumericalData/DE1/Ephemeris/PT8S,10.48322/wma0-gq05
https://spase-metadata.org/NASA/NumericalData/DE1/MAGA/PT0.062S,10.48322/52sp-cp55
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/DCEF/PT1S,10.48322/cnpg-th12
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/LFC/A/PT1S,10.48322/6b1w-bp55
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/LFC/B/PT1S,10.48322/18cz-mt87
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/LFC/PT0.25S,10.48322/hx4p-3v35
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/LFC/PT1S,10.48322/9h89-qs29
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/SFC/A/PT1S,10.48322/0mrk-nx24
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/SFC/B/PT1S,10.48322/swx9-ae14
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/SFC/PT0.25S,10.48322/cb14-a164
https://spase-metadata.org/NASA/NumericalData/DE1/PWI/SFC/PT1S,10.48322/c1m2-bz50
https://spase-metadata.org/NASA/NumericalData/DE1/RIMS/PT1M,10.48322/4e3s-bm07
https://spase-metadata.org/NASA/NumericalData/DE1/SAI/PT3M,10.48322/t7ya-6231
https://spase-metadata.org/NASA/NumericalData/DE2/BVEFI/MATRIX/PT0.5S,10.48322/b26t-6h75
https://spase-metadata.org/NASA/NumericalData/DE2/BVEFI/PT0.5S,10.48322/x7e6-y930
https://spase-metadata.org/NASA/NumericalData/DE2/Ephemeris/PT1M,10.48322/xv84-f846
https://spase-metadata.org/NASA/NumericalData/DE2/FPI/Neutral/PT8S,10.48322/22v6-0p09
https://spase-metadata.org/NASA/NumericalData/DE2/IDM/PT0.25S,10.48322/reef-jt02
https://spase-metadata.org/NASA/NumericalData/DE2/LANG/PT0.5S,10.48322/yq6h-5g10
https://spase-metadata.org/NASA/NumericalData/DE2/MAGB/PT0.062S,10.48322/dmkx-vw64
https://spase-metadata.org/NASA/NumericalData/DE2/MAGB-VEFI/ASCII/PT0.5S,10.48322/01wt-6296
https://spase-metadata.org/NASA/NumericalData/DE2/MAGB-VEFI/CDF/PT0.062S,10.48322/ha70-4305
https://spase-metadata.org/NASA/NumericalData/DE2/NACS/PT1S,10.48322/j8kp-5y58
https://spase-metadata.org/NASA/NumericalData/DE2/PT16S,10.48322/1w0s-2q42
https://spase-metadata.org/NASA/NumericalData/DE2/RPA/PT0.016S,10.48322/aab6-jj49
https://spase-metadata.org/NASA/NumericalData/DE2/RPA/PT2S,10.48322/41b3-kz41
https://spase-metadata.org/NASA/NumericalData/DE2/VEFI/AC/ASCII/PT0.5S,10.48322/8tb3-gn30
https://spase-metadata.org/NASA/NumericalData/DE2/VEFI/AC/CDF/PT0.5S,10.48322/x1km-9q17
https://spase-metadata.org/NASA/NumericalData/DE2/VEFI/DC/ASCII/PT0.5S,10.48322/8c9v-t045
https://spase-metadata.org/NASA/NumericalData/DE2/VEFI/DC/CDF/PT0.5S,10.48322/0s61-a111
https://spase-metadata.org/NASA/NumericalData/DE2/WATS/PT2S,10.48322/z50y-hd65
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F16/SESS/SSIES-3/ThermalPlasma/CDF/PT1S,10.48322/hcdm-vz96
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F16/SESS/SSIES-3/ThermalPlasma/HDF/PT1S,10.48322/tefr-qc15
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F16/SESS/SSJ5/PT1S,10.48322/1rnz-f067
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F16/SESS/SSM-Boom/PT1S,10.48322/bh8f-yy31
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F17/SESS/SSIES-3/ThermalPlasma/CDF/PT1S,10.48322/3skz-xt83
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F17/SESS/SSIES-3/ThermalPlasma/HDF/PT1S,10.48322/8e0r-j195
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F17/SESS/SSJ5/PT1S,10.48322/zjs1-0y88
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F17/SESS/SSM-Boom/PT1S,10.48322/1c9w-jd85
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F18/SESS/SSIES-3/ThermalPlasma/CDF/PT1S,10.48322/cxc3-w323
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F18/SESS/SSIES-3/ThermalPlasma/HDF/PT1S,10.48322/ktdx-kp66
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F18/SESS/SSJ5/PT1S,10.48322/34mn-w272
https://spase-metadata.org/NASA/NumericalData/DMSP_5D-3/F18/SESS/SSM-Boom/PT1S,10.48322/cj1v-6g43
https://spase-metadata.org/NASA/NumericalData/ELFIN/A/EPD/L1/electron/PT0.2S,10.48322/jyaq-cq12
https://spase-metadata.org/NASA/NumericalData/ELFIN/A/EPD/L1/ion/PT0.264S,10.48322/csjm-bk25
https://spase-metadata.org/NASA/NumericalData/ELFIN/A/Ephemeris/DEFN/PT1S,10.48322/862n-tx78
https://spase-metadata.org/NASA/NumericalData/ELFIN/A/Ephemeris/PRED/PT1S,10.48322/qmsd-zf76
https://spase-metadata.org/NASA/NumericalData/ELFIN/A/Ephemeris/PT1S,10.48322/wvrj-hh66
https://spase-metadata.org/NASA/NumericalData/ELFIN/B/EPD/L1/electron/PT0.2S,10.48322/w4ac-2h02
https://spase-metadata.org/NASA/NumericalData/ELFIN/B/EPD/L1/ion/PT0.264S,10.48322/0etj-j292
https://spase-metadata.org/NASA/NumericalData/ELFIN/B/Ephemeris/DEFN/PT1S,10.48322/2pa1-bk46
https://spase-metadata.org/NASA/NumericalData/ELFIN/B/Ephemeris/PRED/PT1S,10.48322/vqdr-6e19
https://spase-metadata.org/NASA/NumericalData/ELFIN/B/Ephemeris/PT1S,10.48322/984v-rq73
https://spase-metadata.org/NASA/NumericalData/Explorer22/CEP/PT60S,10.48322/7jgj-gz15
https://spase-metadata.org/NASA/NumericalData/Explorer31/CEP/PT60S,10.48322/r1jk-sd44
https://spase-metadata.org/NASA/NumericalData/Explorer34/Magnetometer/PT2.5S,10.48322/zyc6-rw39
https://spase-metadata.org/NASA/NumericalData/Explorer35/GSFC_Magnetometer/PT82S,10.48322/nja4-6x02
https://spase-metadata.org/NASA/NumericalData/Explorer43/MMF/PT2S,10.48322/mhq4-fp67
https://spase-metadata.org/NASA/NumericalData/FAST/ACF/PT5S,10.48322/23b9-6g23
https://spase-metadata.org/NASA/NumericalData/FAST/DCF/KP/PT5S,10.48322/w0p5-5f22
https://spase-metadata.org/NASA/NumericalData/FAST/Ephemeris/PT1M,10.48322/mc2s-8f97
https://spase-metadata.org/NASA/NumericalData/FAST/ESA/L2/Electron/Burst/PT0.156S,10.48322/m36d-wr84
https://spase-metadata.org/NASA/NumericalData/FAST/ESA/L2/Electron/Survey/PT0.625S,10.48322/0ydx-j139
https://spase-metadata.org/NASA/NumericalData/FAST/ESA/L2/Ion/Burst/PT0.078S,10.48322/3chd-sj41
https://spase-metadata.org/NASA/NumericalData/FAST/ESA/L2/Ion/Survey/PT0.625S,10.48322/9t9w-1q28
https://spase-metadata.org/NASA/NumericalData/FAST/HResDATA,10.48322/8p6g-5v25
https://spase-metadata.org/NASA/NumericalData/FAST/MAG/Fluxgate/PT7.8125MS,10.48322/86pq-hb06
https://spase-metadata.org/NASA/NumericalData/FAST/TEAMS/KeyParameter/PT5S,10.48322/78b7-gk94
https://spase-metadata.org/NASA/NumericalData/Galileo/PWS/Summary/Electric/PT60S,10.48322/38pk-xy58
https://spase-metadata.org/NASA/NumericalData/Galileo/PWS/Summary/Magnetic/PT60S,10.48322/gqda-tv68
https://spase-metadata.org/NASA/NumericalData/Genesis/Ephemeris/PT1H,10.48322/wm7s-m619
https://spase-metadata.org/NASA/NumericalData/Genesis/GIM/3DMOM/PT2M30S,10.48322/wdvm-s118
https://spase-metadata.org/NASA/NumericalData/Genesis/GIM/B-Proxy/PT160S,10.48322/9gdf-de47
https://spase-metadata.org/NASA/NumericalData/GOLD/L1C/DAY/PT7.6S,10.48322/c5d6-br40
https://spase-metadata.org/NASA/NumericalData/GOLD/L1C/DLR/PT7.6S,10.48322/xbhc-5n57
https://spase-metadata.org/NASA/NumericalData/GOLD/L1C/LIM/PT4S,10.48322/2abb-5978
https://spase-metadata.org/NASA/NumericalData/GOLD/L1C/NI1/PT16S,10.48322/q9qk-h486
https://spase-metadata.org/NASA/NumericalData/GOLD/L1C/OCC/PT0.3S,10.48322/f67k-v705
https://spase-metadata.org/NASA/NumericalData/GOLD/L2/NMAX/PT900S,10.48322/2pmw-ee13
https://spase-metadata.org/NASA/NumericalData/GOLD/L2/O2DEN/PT1200S,10.48322/ybkm-rz28
https://spase-metadata.org/NASA/NumericalData/GOLD/L2/O2DEN/PT20M,10.48322/gj9t-v633
https://spase-metadata.org/NASA/NumericalData/GOLD/L2/ON2/PT8S,10.48322/wjrk-dk56
https://spase-metadata.org/NASA/NumericalData/GOLD/L2/QEUV/PT8S,10.48322/zwyq-g988
https://spase-metadata.org/NASA/NumericalData/GOLD/L2/TDISK/PT8S,10.48322/cw53-xt80
https://spase-metadata.org/NASA/NumericalData/GOLD/L2/TLIMB/PT8S,10.48322/9m3m-tg87
https://spase-metadata.org/NASA/NumericalData/Hawkeye/VLF/PT22S,10.48322/etz7-wx98
https://spase-metadata.org/NASA/NumericalData/Helios1/Combined/PT40.5S,10.48322/tg8s-xg15
https://spase-metadata.org/NASA/NumericalData/Helios1/E1/PT1H,10.48322/nvtr-cd40
https://spase-metadata.org/NASA/NumericalData/Helios1/E2/PT1H,10.48322/5421-4c67
https://spase-metadata.org/NASA/NumericalData/Helios1/E3/PT1H,10.48322/q905-np92
https://spase-metadata.org/NASA/NumericalData/Helios1/E3/PT6S,10.48322/nzxp-3e54
https://spase-metadata.org/NASA/NumericalData/Helios1/E4/PT8S,10.48322/kx4g-ma20
https://spase-metadata.org/NASA/NumericalData/Helios1/E6/ParticleFlux/Kunow/ASCII/PT1H,10.48322/6mv0-c662
https://spase-metadata.org/NASA/NumericalData/Helios1/E6/ParticleFlux/Kunow/CDF/PT1H,10.48322/rhj8-mt39
https://spase-metadata.org/NASA/NumericalData/Helios1/E6/ParticleFlux/PT1H,10.48322/t3b2-w013
https://spase-metadata.org/NASA/NumericalData/Helios1/E7/PT1H,10.48322/psvd-tf83
https://spase-metadata.org/NASA/NumericalData/Helios1/E8/PT1H,10.48322/xhcw-r855
https://spase-metadata.org/NASA/NumericalData/Helios1/MAGandPLS/PT1H,10.48322/n16w-2j16
https://spase-metadata.org/NASA/NumericalData/Helios2/Combined/PT40.5S,10.48322/2zgw-qh23
https://spase-metadata.org/NASA/NumericalData/Helios2/E1/PT1H,10.48322/zzkg-hf72
https://spase-metadata.org/NASA/NumericalData/Helios2/E2/PT1H,10.48322/0x1s-k740
https://spase-metadata.org/NASA/NumericalData/Helios2/E3/PT1H,10.48322/q291-2s63
https://spase-metadata.org/NASA/NumericalData/Helios2/E3/PT6S,10.48322/zxcr-jp63
https://spase-metadata.org/NASA/NumericalData/Helios2/E4/PT8S,10.48322/2hxq-yg51
https://spase-metadata.org/NASA/NumericalData/Helios2/E6/ParticleFlux/Kunow/ASCII/PT1H,10.48322/gb3b-6904
https://spase-metadata.org/NASA/NumericalData/Helios2/E6/ParticleFlux/Kunow/CDF/PT1H,10.48322/eh54-2h31
https://spase-metadata.org/NASA/NumericalData/Helios2/E6/ParticleFlux/PT1H,10.48322/m0t2-t160
https://spase-metadata.org/NASA/NumericalData/Helios2/E7/PT1H,10.48322/awe0-3y32
https://spase-metadata.org/NASA/NumericalData/Helios2/E8/PT1H,10.48322/9pxr-qj22
https://spase-metadata.org/NASA/NumericalData/Helios2/MAGandPLS/PT1H,10.48322/509j-gm79
https://spase-metadata.org/NASA/NumericalData/Hinode/XRT/Level0/FITS,10.48322/fgsq-9f10
https://spase-metadata.org/NASA/NumericalData/IBEX/BM/Counts/PT0.24S,10.48322/gcnd-gs14
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/Direct_Events,10.48322/btfh-sj51
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release02/CG/NOSP/Omni/P6M,10.48322/rcw2-kh18
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release02/NOCG/NOSP/Omni/P6M,10.48322/0vjh-ph32
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/CG/NOSP/Antiram/P1Y,10.48322/8m6t-z779
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/CG/NOSP/Omni/P6M,10.48322/bfkf-5y54
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/CG/NOSP/Ram/P1Y,10.48322/4ey3-fd10
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/CG/SP/Antiram/P1Y,10.48322/db3x-tq55
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/CG/SP/Omni/P6M,10.48322/c9gv-sz19
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/CG/SP/Ram/P1Y,10.48322/55hv-vx14
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/NOCG/NOSP/Antiram/P1Y,10.48322/c3kb-p352
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/NOCG/NOSP/Omni/P3Y,10.48322/qmwe-ve75
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/NOCG/NOSP/Omni/P6M,10.48322/kef0-gf62
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/NOCG/NOSP/Ram/P1Y,10.48322/v4rn-nd04
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/NOCG/SP/Antiram/P1Y,10.48322/wgdc-pg68
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/NOCG/SP/Omni/P6M,10.48322/wvkh-8a67
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release04/NOCG/SP/Ram/P1Y,10.48322/yf48-sn54
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release07/CG/NOSP/Omni/P6M,10.48322/2hfb-zn61
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release07/CG/NOSP/Ram/P1Y,10.48322/aper-3h74
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release07/CG/SP/Antiram/P1Y,10.48322/q5mq-2v40
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release07/CG/SP/Omni/P6M,10.48322/dz2p-nd24
https://spase-metadata.org/NASA/NumericalData/IBEX/Hi/H3/Release07/CG/SP/Ram/P1Y,10.48322/qmwd-ct89
